source,target,cluster_id,expected_cluster_size,topology
size_038_cycle_03_node_032,size_038_cycle_03_node_033,size_038_cycle_03,38,cycle
size_038_cycle_03_node_033,size_038_cycle_03_node_034,size_038_cycle_03,38,cycle
size_038_cycle_03_node_034,size_038_cycle_03_node_035,size_038_cycle_03,38,cycle
size_038_cycle_03_node_035,size_038_cycle_03_node_036,size_038_cycle_03,38,cycle
size_038_cycle_03_node_036,size_038_cycle_03_node_037,size_038_cycle_03,38,cycle
size_038_cycle_03_node_037,size_038_cycle_03_node_038,size_038_cycle_03,38,cycle
size_038_cycle_03_node_038,size_038_cycle_03_node_001,size_038_cycle_03,38,cycle
size_038_binary_tree_04_node_001,size_038_binary_tree_04_node_002,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_001,size_038_binary_tree_04_node_003,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_002,size_038_binary_tree_04_node_004,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_002,size_038_binary_tree_04_node_005,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_003,size_038_binary_tree_04_node_006,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_003,size_038_binary_tree_04_node_007,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_004,size_038_binary_tree_04_node_008,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_004,size_038_binary_tree_04_node_009,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_005,size_038_binary_tree_04_node_010,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_005,size_038_binary_tree_04_node_011,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_006,size_038_binary_tree_04_node_012,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_006,size_038_binary_tree_04_node_013,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_007,size_038_binary_tree_04_node_014,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_007,size_038_binary_tree_04_node_015,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_008,size_038_binary_tree_04_node_016,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_008,size_038_binary_tree_04_node_017,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_009,size_038_binary_tree_04_node_018,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_009,size_038_binary_tree_04_node_019,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_010,size_038_binary_tree_04_node_020,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_010,size_038_binary_tree_04_node_021,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_011,size_038_binary_tree_04_node_022,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_011,size_038_binary_tree_04_node_023,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_012,size_038_binary_tree_04_node_024,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_012,size_038_binary_tree_04_node_025,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_013,size_038_binary_tree_04_node_026,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_013,size_038_binary_tree_04_node_027,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_014,size_038_binary_tree_04_node_028,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_014,size_038_binary_tree_04_node_029,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_015,size_038_binary_tree_04_node_030,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_015,size_038_binary_tree_04_node_031,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_016,size_038_binary_tree_04_node_032,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_016,size_038_binary_tree_04_node_033,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_017,size_038_binary_tree_04_node_034,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_017,size_038_binary_tree_04_node_035,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_018,size_038_binary_tree_04_node_036,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_018,size_038_binary_tree_04_node_037,size_038_binary_tree_04,38,binary_tree
size_038_binary_tree_04_node_019,size_038_binary_tree_04_node_038,size_038_binary_tree_04,38,binary_tree
size_039_chain_01_node_001,size_039_chain_01_node_002,size_039_chain_01,39,chain
size_039_chain_01_node_002,size_039_chain_01_node_003,size_039_chain_01,39,chain
size_039_chain_01_node_003,size_039_chain_01_node_004,size_039_chain_01,39,chain
size_039_chain_01_node_004,size_039_chain_01_node_005,size_039_chain_01,39,chain
size_039_chain_01_node_005,size_039_chain_01_node_006,size_039_chain_01,39,chain
size_039_chain_01_node_006,size_039_chain_01_node_007,size_039_chain_01,39,chain
size_039_chain_01_node_007,size_039_chain_01_node_008,size_039_chain_01,39,chain
size_039_chain_01_node_008,size_039_chain_01_node_009,size_039_chain_01,39,chain
size_039_chain_01_node_009,size_039_chain_01_node_010,size_039_chain_01,39,chain
size_039_chain_01_node_010,size_039_chain_01_node_011,size_039_chain_01,39,chain
size_039_chain_01_node_011,size_039_chain_01_node_012,size_039_chain_01,39,chain
size_039_chain_01_node_012,size_039_chain_01_node_013,size_039_chain_01,39,chain
size_039_chain_01_node_013,size_039_chain_01_node_014,size_039_chain_01,39,chain
size_039_chain_01_node_014,size_039_chain_01_node_015,size_039_chain_01,39,chain
size_039_chain_01_node_015,size_039_chain_01_node_016,size_039_chain_01,39,chain
size_039_chain_01_node_016,size_039_chain_01_node_017,size_039_chain_01,39,chain
size_039_chain_01_node_017,size_039_chain_01_node_018,size_039_chain_01,39,chain
size_039_chain_01_node_018,size_039_chain_01_node_019,size_039_chain_01,39,chain
size_039_chain_01_node_019,size_039_chain_01_node_020,size_039_chain_01,39,chain
size_039_chain_01_node_020,size_039_chain_01_node_021,size_039_chain_01,39,chain
size_039_chain_01_node_021,size_039_chain_01_node_022,size_039_chain_01,39,chain
size_039_chain_01_node_022,size_039_chain_01_node_023,size_039_chain_01,39,chain
size_039_chain_01_node_023,size_039_chain_01_node_024,size_039_chain_01,39,chain
size_039_chain_01_node_024,size_039_chain_01_node_025,size_039_chain_01,39,chain
size_039_chain_01_node_025,size_039_chain_01_node_026,size_039_chain_01,39,chain
size_039_chain_01_node_026,size_039_chain_01_node_027,size_039_chain_01,39,chain
size_039_chain_01_node_027,size_039_chain_01_node_028,size_039_chain_01,39,chain
size_039_chain_01_node_028,size_039_chain_01_node_029,size_039_chain_01,39,chain
size_039_chain_01_node_029,size_039_chain_01_node_030,size_039_chain_01,39,chain
size_039_chain_01_node_030,size_039_chain_01_node_031,size_039_chain_01,39,chain
size_039_chain_01_node_031,size_039_chain_01_node_032,size_039_chain_01,39,chain
size_039_chain_01_node_032,size_039_chain_01_node_033,size_039_chain_01,39,chain
size_039_chain_01_node_033,size_039_chain_01_node_034,size_039_chain_01,39,chain
size_039_chain_01_node_034,size_039_chain_01_node_035,size_039_chain_01,39,chain
size_039_chain_01_node_035,size_039_chain_01_node_036,size_039_chain_01,39,chain
size_039_chain_01_node_036,size_039_chain_01_node_037,size_039_chain_01,39,chain
size_039_chain_01_node_037,size_039_chain_01_node_038,size_039_chain_01,39,chain
size_039_chain_01_node_038,size_039_chain_01_node_039,size_039_chain_01,39,chain
size_039_star_02_node_001,size_039_star_02_node_002,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_003,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_004,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_005,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_006,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_007,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_008,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_009,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_010,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_011,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_012,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_013,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_014,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_015,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_016,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_017,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_018,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_019,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_020,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_021,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_022,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_023,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_024,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_025,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_026,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_027,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_028,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_029,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_030,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_031,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_032,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_033,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_034,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_035,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_036,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_037,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_038,size_039_star_02,39,star
size_039_star_02_node_001,size_039_star_02_node_039,size_039_star_02,39,star
size_039_cycle_03_node_001,size_039_cycle_03_node_002,size_039_cycle_03,39,cycle
size_039_cycle_03_node_002,size_039_cycle_03_node_003,size_039_cycle_03,39,cycle
size_039_cycle_03_node_003,size_039_cycle_03_node_004,size_039_cycle_03,39,cycle
size_039_cycle_03_node_004,size_039_cycle_03_node_005,size_039_cycle_03,39,cycle
size_039_cycle_03_node_005,size_039_cycle_03_node_006,size_039_cycle_03,39,cycle
size_039_cycle_03_node_006,size_039_cycle_03_node_007,size_039_cycle_03,39,cycle
size_039_cycle_03_node_007,size_039_cycle_03_node_008,size_039_cycle_03,39,cycle
size_039_cycle_03_node_008,size_039_cycle_03_node_009,size_039_cycle_03,39,cycle
size_039_cycle_03_node_009,size_039_cycle_03_node_010,size_039_cycle_03,39,cycle
size_039_cycle_03_node_010,size_039_cycle_03_node_011,size_039_cycle_03,39,cycle
size_039_cycle_03_node_011,size_039_cycle_03_node_012,size_039_cycle_03,39,cycle
size_039_cycle_03_node_012,size_039_cycle_03_node_013,size_039_cycle_03,39,cycle
size_039_cycle_03_node_013,size_039_cycle_03_node_014,size_039_cycle_03,39,cycle
size_039_cycle_03_node_014,size_039_cycle_03_node_015,size_039_cycle_03,39,cycle
size_039_cycle_03_node_015,size_039_cycle_03_node_016,size_039_cycle_03,39,cycle
size_039_cycle_03_node_016,size_039_cycle_03_node_017,size_039_cycle_03,39,cycle
size_039_cycle_03_node_017,size_039_cycle_03_node_018,size_039_cycle_03,39,cycle
size_039_cycle_03_node_018,size_039_cycle_03_node_019,size_039_cycle_03,39,cycle
size_039_cycle_03_node_019,size_039_cycle_03_node_020,size_039_cycle_03,39,cycle
size_039_cycle_03_node_020,size_039_cycle_03_node_021,size_039_cycle_03,39,cycle
size_039_cycle_03_node_021,size_039_cycle_03_node_022,size_039_cycle_03,39,cycle
size_039_cycle_03_node_022,size_039_cycle_03_node_023,size_039_cycle_03,39,cycle
size_039_cycle_03_node_023,size_039_cycle_03_node_024,size_039_cycle_03,39,cycle
size_039_cycle_03_node_024,size_039_cycle_03_node_025,size_039_cycle_03,39,cycle
size_039_cycle_03_node_025,size_039_cycle_03_node_026,size_039_cycle_03,39,cycle
size_039_cycle_03_node_026,size_039_cycle_03_node_027,size_039_cycle_03,39,cycle
size_039_cycle_03_node_027,size_039_cycle_03_node_028,size_039_cycle_03,39,cycle
size_039_cycle_03_node_028,size_039_cycle_03_node_029,size_039_cycle_03,39,cycle
size_039_cycle_03_node_029,size_039_cycle_03_node_030,size_039_cycle_03,39,cycle
size_039_cycle_03_node_030,size_039_cycle_03_node_031,size_039_cycle_03,39,cycle
size_039_cycle_03_node_031,size_039_cycle_03_node_032,size_039_cycle_03,39,cycle
size_039_cycle_03_node_032,size_039_cycle_03_node_033,size_039_cycle_03,39,cycle
size_039_cycle_03_node_033,size_039_cycle_03_node_034,size_039_cycle_03,39,cycle
size_039_cycle_03_node_034,size_039_cycle_03_node_035,size_039_cycle_03,39,cycle
size_039_cycle_03_node_035,size_039_cycle_03_node_036,size_039_cycle_03,39,cycle
size_039_cycle_03_node_036,size_039_cycle_03_node_037,size_039_cycle_03,39,cycle
size_039_cycle_03_node_037,size_039_cycle_03_node_038,size_039_cycle_03,39,cycle
size_039_cycle_03_node_038,size_039_cycle_03_node_039,size_039_cycle_03,39,cycle
size_039_cycle_03_node_039,size_039_cycle_03_node_001,size_039_cycle_03,39,cycle
size_039_binary_tree_04_node_001,size_039_binary_tree_04_node_002,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_001,size_039_binary_tree_04_node_003,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_002,size_039_binary_tree_04_node_004,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_002,size_039_binary_tree_04_node_005,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_003,size_039_binary_tree_04_node_006,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_003,size_039_binary_tree_04_node_007,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_004,size_039_binary_tree_04_node_008,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_004,size_039_binary_tree_04_node_009,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_005,size_039_binary_tree_04_node_010,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_005,size_039_binary_tree_04_node_011,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_006,size_039_binary_tree_04_node_012,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_006,size_039_binary_tree_04_node_013,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_007,size_039_binary_tree_04_node_014,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_007,size_039_binary_tree_04_node_015,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_008,size_039_binary_tree_04_node_016,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_008,size_039_binary_tree_04_node_017,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_009,size_039_binary_tree_04_node_018,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_009,size_039_binary_tree_04_node_019,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_010,size_039_binary_tree_04_node_020,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_010,size_039_binary_tree_04_node_021,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_011,size_039_binary_tree_04_node_022,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_011,size_039_binary_tree_04_node_023,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_012,size_039_binary_tree_04_node_024,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_012,size_039_binary_tree_04_node_025,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_013,size_039_binary_tree_04_node_026,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_013,size_039_binary_tree_04_node_027,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_014,size_039_binary_tree_04_node_028,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_014,size_039_binary_tree_04_node_029,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_015,size_039_binary_tree_04_node_030,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_015,size_039_binary_tree_04_node_031,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_016,size_039_binary_tree_04_node_032,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_016,size_039_binary_tree_04_node_033,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_017,size_039_binary_tree_04_node_034,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_017,size_039_binary_tree_04_node_035,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_018,size_039_binary_tree_04_node_036,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_018,size_039_binary_tree_04_node_037,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_019,size_039_binary_tree_04_node_038,size_039_binary_tree_04,39,binary_tree
size_039_binary_tree_04_node_019,size_039_binary_tree_04_node_039,size_039_binary_tree_04,39,binary_tree
size_040_chain_01_node_001,size_040_chain_01_node_002,size_040_chain_01,40,chain
size_040_chain_01_node_002,size_040_chain_01_node_003,size_040_chain_01,40,chain
size_040_chain_01_node_003,size_040_chain_01_node_004,size_040_chain_01,40,chain
size_040_chain_01_node_004,size_040_chain_01_node_005,size_040_chain_01,40,chain
size_040_chain_01_node_005,size_040_chain_01_node_006,size_040_chain_01,40,chain
size_040_chain_01_node_006,size_040_chain_01_node_007,size_040_chain_01,40,chain
size_040_chain_01_node_007,size_040_chain_01_node_008,size_040_chain_01,40,chain
size_040_chain_01_node_008,size_040_chain_01_node_009,size_040_chain_01,40,chain
size_040_chain_01_node_009,size_040_chain_01_node_010,size_040_chain_01,40,chain
size_040_chain_01_node_010,size_040_chain_01_node_011,size_040_chain_01,40,chain
size_040_chain_01_node_011,size_040_chain_01_node_012,size_040_chain_01,40,chain
size_040_chain_01_node_012,size_040_chain_01_node_013,size_040_chain_01,40,chain
size_040_chain_01_node_013,size_040_chain_01_node_014,size_040_chain_01,40,chain
size_040_chain_01_node_014,size_040_chain_01_node_015,size_040_chain_01,40,chain
size_040_chain_01_node_015,size_040_chain_01_node_016,size_040_chain_01,40,chain
size_040_chain_01_node_016,size_040_chain_01_node_017,size_040_chain_01,40,chain
size_040_chain_01_node_017,size_040_chain_01_node_018,size_040_chain_01,40,chain
size_040_chain_01_node_018,size_040_chain_01_node_019,size_040_chain_01,40,chain
size_040_chain_01_node_019,size_040_chain_01_node_020,size_040_chain_01,40,chain
size_040_chain_01_node_020,size_040_chain_01_node_021,size_040_chain_01,40,chain
size_040_chain_01_node_021,size_040_chain_01_node_022,size_040_chain_01,40,chain
size_040_chain_01_node_022,size_040_chain_01_node_023,size_040_chain_01,40,chain
size_040_chain_01_node_023,size_040_chain_01_node_024,size_040_chain_01,40,chain
size_040_chain_01_node_024,size_040_chain_01_node_025,size_040_chain_01,40,chain
size_040_chain_01_node_025,size_040_chain_01_node_026,size_040_chain_01,40,chain
size_040_chain_01_node_026,size_040_chain_01_node_027,size_040_chain_01,40,chain
size_040_chain_01_node_027,size_040_chain_01_node_028,size_040_chain_01,40,chain
size_040_chain_01_node_028,size_040_chain_01_node_029,size_040_chain_01,40,chain
size_040_chain_01_node_029,size_040_chain_01_node_030,size_040_chain_01,40,chain
size_040_chain_01_node_030,size_040_chain_01_node_031,size_040_chain_01,40,chain
size_040_chain_01_node_031,size_040_chain_01_node_032,size_040_chain_01,40,chain
size_040_chain_01_node_032,size_040_chain_01_node_033,size_040_chain_01,40,chain
size_040_chain_01_node_033,size_040_chain_01_node_034,size_040_chain_01,40,chain
size_040_chain_01_node_034,size_040_chain_01_node_035,size_040_chain_01,40,chain
size_040_chain_01_node_035,size_040_chain_01_node_036,size_040_chain_01,40,chain
size_040_chain_01_node_036,size_040_chain_01_node_037,size_040_chain_01,40,chain
size_040_chain_01_node_037,size_040_chain_01_node_038,size_040_chain_01,40,chain
size_040_chain_01_node_038,size_040_chain_01_node_039,size_040_chain_01,40,chain
size_040_chain_01_node_039,size_040_chain_01_node_040,size_040_chain_01,40,chain
size_040_star_02_node_001,size_040_star_02_node_002,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_003,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_004,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_005,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_006,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_007,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_008,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_009,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_010,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_011,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_012,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_013,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_014,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_015,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_016,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_017,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_018,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_019,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_020,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_021,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_022,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_023,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_024,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_025,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_026,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_027,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_028,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_029,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_030,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_031,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_032,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_033,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_034,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_035,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_036,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_037,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_038,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_039,size_040_star_02,40,star
size_040_star_02_node_001,size_040_star_02_node_040,size_040_star_02,40,star
size_040_cycle_03_node_001,size_040_cycle_03_node_002,size_040_cycle_03,40,cycle
size_040_cycle_03_node_002,size_040_cycle_03_node_003,size_040_cycle_03,40,cycle
size_040_cycle_03_node_003,size_040_cycle_03_node_004,size_040_cycle_03,40,cycle
size_040_cycle_03_node_004,size_040_cycle_03_node_005,size_040_cycle_03,40,cycle
size_040_cycle_03_node_005,size_040_cycle_03_node_006,size_040_cycle_03,40,cycle
size_040_cycle_03_node_006,size_040_cycle_03_node_007,size_040_cycle_03,40,cycle
size_040_cycle_03_node_007,size_040_cycle_03_node_008,size_040_cycle_03,40,cycle
size_040_cycle_03_node_008,size_040_cycle_03_node_009,size_040_cycle_03,40,cycle
size_040_cycle_03_node_009,size_040_cycle_03_node_010,size_040_cycle_03,40,cycle
size_040_cycle_03_node_010,size_040_cycle_03_node_011,size_040_cycle_03,40,cycle
size_040_cycle_03_node_011,size_040_cycle_03_node_012,size_040_cycle_03,40,cycle
size_040_cycle_03_node_012,size_040_cycle_03_node_013,size_040_cycle_03,40,cycle
size_040_cycle_03_node_013,size_040_cycle_03_node_014,size_040_cycle_03,40,cycle
size_040_cycle_03_node_014,size_040_cycle_03_node_015,size_040_cycle_03,40,cycle
size_040_cycle_03_node_015,size_040_cycle_03_node_016,size_040_cycle_03,40,cycle
size_040_cycle_03_node_016,size_040_cycle_03_node_017,size_040_cycle_03,40,cycle
size_040_cycle_03_node_017,size_040_cycle_03_node_018,size_040_cycle_03,40,cycle
size_040_cycle_03_node_018,size_040_cycle_03_node_019,size_040_cycle_03,40,cycle
size_040_cycle_03_node_019,size_040_cycle_03_node_020,size_040_cycle_03,40,cycle
size_040_cycle_03_node_020,size_040_cycle_03_node_021,size_040_cycle_03,40,cycle
size_040_cycle_03_node_021,size_040_cycle_03_node_022,size_040_cycle_03,40,cycle
size_040_cycle_03_node_022,size_040_cycle_03_node_023,size_040_cycle_03,40,cycle
size_040_cycle_03_node_023,size_040_cycle_03_node_024,size_040_cycle_03,40,cycle
size_040_cycle_03_node_024,size_040_cycle_03_node_025,size_040_cycle_03,40,cycle
size_040_cycle_03_node_025,size_040_cycle_03_node_026,size_040_cycle_03,40,cycle
size_040_cycle_03_node_026,size_040_cycle_03_node_027,size_040_cycle_03,40,cycle
size_040_cycle_03_node_027,size_040_cycle_03_node_028,size_040_cycle_03,40,cycle
size_040_cycle_03_node_028,size_040_cycle_03_node_029,size_040_cycle_03,40,cycle
size_040_cycle_03_node_029,size_040_cycle_03_node_030,size_040_cycle_03,40,cycle
size_040_cycle_03_node_030,size_040_cycle_03_node_031,size_040_cycle_03,40,cycle
size_040_cycle_03_node_031,size_040_cycle_03_node_032,size_040_cycle_03,40,cycle
size_040_cycle_03_node_032,size_040_cycle_03_node_033,size_040_cycle_03,40,cycle
size_040_cycle_03_node_033,size_040_cycle_03_node_034,size_040_cycle_03,40,cycle
size_040_cycle_03_node_034,size_040_cycle_03_node_035,size_040_cycle_03,40,cycle
size_040_cycle_03_node_035,size_040_cycle_03_node_036,size_040_cycle_03,40,cycle
size_040_cycle_03_node_036,size_040_cycle_03_node_037,size_040_cycle_03,40,cycle
size_040_cycle_03_node_037,size_040_cycle_03_node_038,size_040_cycle_03,40,cycle
size_040_cycle_03_node_038,size_040_cycle_03_node_039,size_040_cycle_03,40,cycle
size_040_cycle_03_node_039,size_040_cycle_03_node_040,size_040_cycle_03,40,cycle
size_040_cycle_03_node_040,size_040_cycle_03_node_001,size_040_cycle_03,40,cycle
size_040_binary_tree_04_node_001,size_040_binary_tree_04_node_002,size_040_binary_tree_04,40,binary_tree
size_040_binary_tree_04_node_001,size_040_binary_tree_04_node_003,size_040_binary_tree_04,40,binary_tree
size_040_binary_tree_04_node_002,size_040_binary_tree_04_node_004,size_040_binary_tree_04,40,binary_tree
size_040_binary_tree_04_node_002,size_040_binary_tree_04_node_005,size_040_binary_tree_04,40,binary_tree
size_040_binary_tree_04_node_003,size_040_binary_tree_04_node_006,size_040_binary_tree_04,40,binary_tree
size_040_binary_tree_04_node_003,size_040_binary_tree_04_node_007,size_040_binary_tree_04,40,binary_tree
size_040_binary_tree_04_node_004,size_040_binary_tree_04_node_008,size_040_binary_tree_04,40,binary_tree
size_040_binary_tree_04_node_004,size_040_binary_tree_04_node_009,size_040_binary_tree_04,40,binary_tree
